15:27:33.212	,-0.203,0.050,1.006,2.014,-0.671,0.000,13.867,41.382,-11.560
15:27:33.222	,-0.204,0.051,1.004,2.319,-1.343,0.305,13.867,41.382,-11.560
15:27:33.232	,-0.203,0.051,1.006,2.441,-1.404,0.122,13.867,41.382,-11.560
15:27:33.240	,-0.203,0.052,1.006,1.953,-1.038,0.122,13.867,41.382,-11.560
15:27:33.249	,-0.205,0.050,1.006,1.648,-1.160,0.305,13.867,41.382,-11.560
15:27:33.262	,-0.205,0.050,1.005,1.587,-1.404,0.549,13.916,41.772,-12.537
15:27:33.272	,-0.205,0.051,1.005,1.831,-1.038,0.244,13.916,41.772,-12.537
15:27:33.281	,-0.207,0.052,1.006,2.197,-1.282,0.244,13.916,41.772,-12.537
15:27:33.291	,-0.206,0.051,1.006,2.319,-1.587,0.549,13.916,41.772,-12.537
15:27:33.300	,-0.206,0.050,1.007,2.136,-1.099,0.183,13.916,41.772,-12.537
15:27:33.308	,-0.205,0.051,1.008,2.136,-1.709,0.610,13.513,41.467,-12.402
15:27:33.322	,-0.206,0.051,1.006,2.014,-1.221,0.427,13.513,41.467,-12.402
15:27:33.333	,-0.208,0.051,1.006,2.075,-1.038,0.000,13.513,41.467,-12.402
15:27:33.338	,-0.206,0.049,1.006,2.197,-1.038,0.000,13.513,41.467,-12.402
15:27:33.352	,-0.206,0.049,1.006,2.441,-1.343,0.244,13.513,41.467,-12.402
15:27:33.361	,-0.207,0.051,1.007,2.075,-0.916,0.366,14.148,41.736,-13.086
15:27:33.371	,-0.206,0.052,1.007,2.319,-1.282,0.488,14.148,41.736,-13.086
15:27:33.380	,-0.204,0.051,1.008,2.197,-0.977,0.244,14.148,41.736,-13.086
15:27:33.393	,-0.203,0.052,1.008,2.136,-1.404,0.244,14.148,41.736,-13.086
15:27:33.398	,-0.203,0.052,1.008,2.136,-1.648,0.244,14.148,41.736,-13.086
15:27:33.408	,-0.206,0.050,1.006,1.953,-1.465,0.549,13.611,41.687,-12.122
15:27:33.418	,-0.207,0.050,1.008,1.465,-1.587,0.671,13.611,41.687,-12.122
15:27:33.428	,-0.210,0.050,1.007,2.136,-0.793,0.122,13.611,41.687,-12.122
15:27:33.437	,-0.208,0.051,1.006,2.258,-0.793,0.061,13.611,41.687,-12.122
15:27:33.448	,-0.208,0.050,1.007,2.258,-0.671,0.183,13.611,41.687,-12.122
15:27:33.458	,-0.207,0.049,1.008,2.502,-0.549,0.061,13.757,41.846,-12.573
15:27:33.468	,-0.204,0.049,1.007,2.441,-0.244,0.000,13.757,41.846,-12.573
15:27:33.478	,-0.204,0.052,1.009,2.441,-0.244,-0.122,13.757,41.846,-12.573
15:27:33.488	,-0.203,0.050,1.008,2.136,-0.671,0.305,13.757,41.846,-12.573
15:27:33.497	,-0.202,0.052,1.009,2.319,-1.160,0.305,13.757,41.846,-12.573
15:27:33.510	,-0.202,0.051,1.009,2.441,-1.465,0.244,13.330,41.821,-13.342
15:27:33.520	,-0.202,0.051,1.009,1.953,-1.221,0.244,13.330,41.821,-13.342
15:27:33.530	,-0.204,0.051,1.009,2.319,-1.648,0.244,13.330,41.821,-13.342
15:27:33.538	,-0.204,0.051,1.010,1.892,-1.343,0.244,13.330,41.821,-13.342
15:27:33.555	,-0.204,0.051,1.010,2.258,-2.075,0.366,13.330,41.821,-13.342
15:27:33.560	,-0.206,0.051,1.009,2.075,-1.892,0.244,13.501,41.309,-11.487
15:27:33.569	,-0.206,0.050,1.008,1.709,-1.709,0.488,13.501,41.309,-11.487
15:27:33.578	,-0.206,0.051,1.009,1.587,-1.465,0.061,13.501,41.309,-11.487
15:27:33.589	,-0.207,0.051,1.008,1.892,-1.770,0.366,13.501,41.309,-11.487
15:27:33.599	,-0.207,0.049,1.008,1.831,-1.770,0.366,13.501,41.309,-11.487
15:27:33.609	,-0.208,0.052,1.009,1.953,-1.343,0.366,14.160,41.919,-12.024
15:27:33.621	,-0.208,0.052,1.009,2.136,-1.465,0.549,14.160,41.919,-12.024
15:27:33.631	,-0.207,0.051,1.009,2.075,-1.404,0.305,14.160,41.919,-12.024
15:27:33.638	,-0.207,0.050,1.008,2.441,-1.648,0.305,14.160,41.919,-12.024
15:27:33.650	,-0.208,0.051,1.008,2.625,-1.099,0.122,14.160,41.919,-12.024
15:27:33.656	,-0.206,0.051,1.008,2.502,-1.038,0.061,13.831,41.296,-13.599
15:27:33.666	,-0.206,0.050,1.012,2.136,-1.160,0.244,13.831,41.296,-13.599
15:27:33.676	,-0.205,0.050,1.010,2.380,-0.977,0.183,13.831,41.296,-13.599
15:27:33.688	,-0.204,0.051,1.009,2.197,-0.916,0.183,13.831,41.296,-13.599
15:27:33.699	,-0.204,0.052,1.010,2.319,-0.977,0.244,13.831,41.296,-13.599
15:27:33.710	,-0.206,0.052,1.010,2.380,-1.099,0.122,13.867,41.785,-13.293
15:27:33.724	,-0.205,0.051,1.010,2.441,-1.404,0.549,13.867,41.785,-13.293
15:27:33.729	,-0.207,0.050,1.009,2.441,-1.648,0.610,13.867,41.785,-13.293
15:27:33.739	,-0.207,0.050,1.009,2.441,-1.099,0.488,13.867,41.785,-13.293
15:27:33.746	,-0.207,0.050,1.009,2.136,-0.977,0.427,13.867,41.785,-13.293
15:27:33.758	,-0.204,0.051,1.010,2.319,-0.916,0.183,14.026,41.956,-11.890
15:27:33.769	,-0.206,0.051,1.009,2.502,-1.587,0.427,14.026,41.956,-11.890
15:27:33.775	,-0.204,0.050,1.010,2.380,-1.587,0.366,14.026,41.956,-11.890
15:27:33.790	,-0.205,0.050,1.010,2.380,-1.038,0.183,14.026,41.956,-11.890
15:27:33.801	,-0.206,0.052,1.009,2.014,-1.221,0.244,14.026,41.956,-11.890
15:27:33.806	,-0.206,0.052,1.009,2.319,-1.465,0.183,13.306,41.711,-11.560
15:27:33.824	,-0.205,0.051,1.010,2.136,-1.221,0.122,13.306,41.711,-11.560
15:27:33.830	,-0.204,0.050,1.010,2.075,-1.160,0.183,13.306,41.711,-11.560
15:27:33.837	,-0.204,0.051,1.011,2.136,-1.404,0.122,13.306,41.711,-11.560
15:27:33.847	,-0.206,0.050,1.010,2.197,-1.465,0.305,13.306,41.711,-11.560
15:27:33.859	,-0.207,0.052,1.010,2.380,-1.282,0.122,14.307,41.602,-12.732
15:27:33.865	,-0.207,0.051,1.010,2.380,-1.526,0.305,14.307,41.602,-12.732
15:27:33.876	,-0.207,0.050,1.011,2.625,-0.854,0.000,14.307,41.602,-12.732
15:27:33.889	,-0.206,0.049,1.012,2.441,-1.160,0.244,14.307,41.602,-12.732
15:27:33.894	,-0.205,0.050,1.012,2.380,-1.404,0.244,14.307,41.602,-12.732
15:27:33.905	,-0.205,0.050,1.012,2.197,-1.160,0.244,13.757,41.711,-12.549
15:27:33.923	,-0.206,0.051,1.011,2.197,-1.038,0.061,13.757,41.711,-12.549
15:27:33.929	,-0.206,0.051,1.010,2.075,-0.916,0.244,13.757,41.711,-12.549
15:27:33.940	,-0.206,0.052,1.011,2.441,-1.099,-0.061,13.757,41.711,-12.549
15:27:33.946	,-0.206,0.052,1.010,2.380,-1.465,0.183,13.757,41.711,-12.549
15:27:33.958	,-0.206,0.050,1.011,2.197,-1.343,0.244,13.745,41.785,-13.794
15:27:33.969	,-0.207,0.049,1.013,2.625,-1.953,0.610,13.745,41.785,-13.794
15:27:33.980	,-0.208,0.051,1.010,2.197,-1.892,0.671,13.745,41.785,-13.794
15:27:33.989	,-0.208,0.052,1.009,1.770,-1.587,0.671,13.745,41.785,-13.794
15:27:33.999	,-0.207,0.052,1.012,1.526,-0.671,0.732,13.745,41.785,-13.794
15:27:34.005	,-0.205,0.051,1.012,1.953,-0.610,0.061,13.660,42.163,-13.513
15:27:34.024	,-0.204,0.049,1.013,2.075,-0.916,0.488,13.660,42.163,-13.513
15:27:34.029	,-0.204,0.050,1.012,2.380,-1.465,0.366,13.660,42.163,-13.513
15:27:34.039	,-0.205,0.051,1.012,2.197,-1.404,0.610,13.660,42.163,-13.513
15:27:34.045	,-0.206,0.052,1.011,2.197,-1.221,0.244,13.660,42.163,-13.513
15:27:34.058	,-0.208,0.052,1.012,2.380,-1.587,0.122,13.806,42.004,-13.074
15:27:34.068	,-0.207,0.050,1.012,2.869,-1.160,-0.122,13.806,42.004,-13.074
15:27:34.074	,-0.206,0.051,1.012,2.991,-1.953,0.427,13.806,42.004,-13.074
15:27:34.094	,-0.206,0.049,1.014,1.953,-1.160,0.305,13.806,42.004,-13.074
15:27:34.108	,-0.205,0.052,1.012,2.136,-1.099,0.305,13.806,42.004,-13.074
15:27:34.108	,-0.206,0.053,1.011,2.441,-1.343,0.000,13.391,42.017,-12.524
15:27:34.120	,-0.207,0.051,1.012,2.136,-1.099,0.305,13.391,42.017,-12.524
15:27:34.128	,-0.208,0.050,1.013,2.075,-0.916,0.488,13.391,42.017,-12.524
15:27:34.138	,-0.207,0.050,1.013,2.563,-0.916,0.183,13.391,42.017,-12.524
15:27:34.152	,-0.205,0.050,1.014,2.136,-0.732,0.061,13.391,42.017,-12.524
15:27:34.158	,-0.203,0.051,1.012,2.014,-1.038,0.366,13.525,41.650,-13.293
15:27:34.174	,-0.203,0.051,1.013,1.831,-1.404,0.488,13.525,41.650,-13.293
15:27:34.180	,-0.204,0.051,1.012,2.258,-1.831,0.549,13.525,41.650,-13.293
15:27:34.192	,-0.207,0.052,1.012,2.197,-1.343,0.183,13.525,41.650,-13.293
15:27:34.197	,-0.209,0.050,1.013,2.258,-1.221,0.122,13.525,41.650,-13.293
15:27:34.208	,-0.208,0.050,1.014,2.380,-0.916,0.000,13.916,41.797,-12.671
15:27:34.231	,-0.209,0.050,1.012,2.380,-1.160,0.061,13.916,41.797,-12.671
15:27:34.231	,-0.208,0.050,1.012,2.441,-0.488,-0.244,13.916,41.797,-12.671
15:27:34.241	,-0.208,0.049,1.013,2.625,-0.732,0.000,13.916,41.797,-12.671
15:27:34.252	,-0.207,0.050,1.013,2.197,-0.610,0.122,13.916,41.797,-12.671
15:27:34.258	,-0.206,0.052,1.014,1.953,-0.366,0.061,13.708,41.736,-13.379
15:27:34.269	,-0.206,0.054,1.012,2.258,-0.610,0.000,13.708,41.736,-13.379
15:27:34.280	,-0.205,0.052,1.013,2.075,-0.244,0.244,13.708,41.736,-13.379
15:27:34.291	,-0.204,0.052,1.015,2.502,-0.610,-0.061,13.708,41.736,-13.379
15:27:34.302	,-0.204,0.051,1.014,2.136,-1.160,0.244,13.708,41.736,-13.379
15:27:34.313	,-0.204,0.051,1.013,2.075,-1.099,0.305,13.562,42.310,-12.903
15:27:34.324	,-0.203,0.050,1.013,2.441,-0.916,-0.061,13.562,42.310,-12.903
15:27:34.329	,-0.203,0.049,1.014,2.441,-1.221,0.061,13.562,42.310,-12.903
15:27:34.339	,-0.203,0.049,1.013,2.563,-2.014,0.366,13.562,42.310,-12.903
15:27:34.356	,-0.203,0.051,1.014,2.014,-1.770,0.305,13.562,42.310,-12.903
15:27:34.362	,-0.203,0.052,1.012,1.770,-2.197,0.305,13.196,42.468,-13.354
15:27:34.372	,-0.206,0.050,1.013,1.709,-2.319,0.488,13.196,42.468,-13.354
15:27:34.389	,-0.208,0.050,1.013,2.075,-2.319,0.305,13.196,42.468,-13.354
15:27:34.389	,-0.210,0.053,1.013,2.258,-2.258,0.244,13.196,42.468,-13.354
15:27:34.400	,-0.212,0.053,1.011,2.258,-2.319,0.488,13.196,42.468,-13.354
15:27:34.411	,-0.210,0.052,1.011,2.441,-1.526,0.305,14.026,42.322,-12.158
15:27:34.423	,-0.207,0.050,1.013,2.197,-0.916,0.183,14.026,42.322,-12.158
15:27:34.429	,-0.207,0.050,1.014,2.258,-1.221,0.305,14.026,42.322,-12.158
15:27:34.440	,-0.207,0.051,1.013,2.502,-1.221,0.183,14.026,42.322,-12.158
15:27:34.457	,-0.208,0.050,1.013,2.380,-1.160,0.244,14.026,42.322,-12.158
15:27:34.464	,-0.207,0.052,1.014,2.258,-1.099,0.122,13.684,42.419,-12.292
15:27:34.495	,-0.207,0.052,1.013,2.380,-0.549,0.000,13.684,42.419,-12.292
15:27:34.495	,-0.204,0.052,1.014,2.441,-0.610,0.122,13.684,42.419,-12.292
15:27:34.501	,-0.204,0.049,1.014,2.380,-1.038,0.244,13.684,42.419,-12.292
15:27:34.512	,-0.203,0.050,1.016,2.319,-1.099,0.366,13.623,41.565,-13.477
15:27:34.523	,-0.205,0.052,1.014,2.502,-1.892,0.122,13.623,41.565,-13.477
15:27:34.531	,-0.208,0.051,1.015,2.747,-1.709,0.000,13.623,41.565,-13.477
15:27:34.545	,-0.209,0.051,1.013,2.686,-1.465,0.305,13.623,41.565,-13.477
15:27:34.553	,-0.208,0.051,1.014,2.808,-1.221,-0.061,13.623,41.565,-13.721
15:27:34.563	,-0.206,0.050,1.013,2.747,-1.160,0.244,13.269,41.553,-13.721
15:27:34.570	,-0.206,0.051,1.014,2.197,-0.183,0.122,13.269,41.553,-13.721
15:27:34.579	,-0.204,0.051,1.016,2.563,-0.854,0.244,13.269,41.553,-13.721
15:27:34.591	,-0.203,0.049,1.016,1.892,-0.366,0.305,13.269,41.553,-13.721
15:27:34.601	,-0.204,0.051,1.015,2.014,-0.732,0.061,13.269,41.553,-13.721
15:27:34.610	,-0.202,0.050,1.012,2.380,-0.427,-0.183,13.440,41.235,-13.232
15:27:34.621	,-0.204,0.052,1.014,1.831,-0.916,0.427,13.440,41.235,-13.232
15:27:34.630	,-0.206,0.051,1.016,2.808,-1.465,0.000,13.440,41.235,-13.232
15:27:34.640	,-0.205,0.050,1.015,2.380,-0.793,-0.183,13.440,41.235,-13.232
15:27:34.657	,-0.204,0.052,1.015,2.258,-1.038,-0.061,13.440,41.309,-12.427
15:27:34.662	,-0.204,0.050,1.015,1.160,-0.549,0.610,13.440,41.309,-12.427
15:27:34.671	,-0.203,0.048,1.016,2.075,-1.526,0.427,13.440,41.309,-12.427
15:27:34.684	,-0.204,0.049,1.016,1.831,-1.709,0.793,13.440,41.309,-12.427
15:27:34.692	,-0.205,0.051,1.016,2.563,-2.136,0.305,13.440,41.309,-12.427
15:27:34.701	,-0.208,0.052,1.014,1.526,-0.549,0.183,12.976,41.748,-13.184
15:27:34.713	,-0.207,0.050,1.013,1.892,-0.916,0.122,12.976,41.748,-13.184
15:27:34.726	,-0.206,0.051,1.016,0.977,-0.061,0.549,12.976,41.748,-13.184
15:27:34.732	,-0.204,0.048,1.016,1.160,-0.305,0.671,12.976,41.748,-13.184
15:27:34.741	,-0.202,0.050,1.016,1.587,-0.916,0.366,12.976,41.748,-13.184
15:27:34.752	,-0.203,0.051,1.017,1.709,-1.587,0.244,13.574,41.565,-13.281
15:27:34.761	,-0.205,0.050,1.015,1.770,-1.587,0.061,13.574,41.565,-13.281
15:27:34.774	,-0.205,0.052,1.013,2.502,-1.465,-0.122,13.574,41.565,-13.281
15:27:34.791	,-0.206,0.052,1.014,2.441,-2.014,0.427,13.574,41.565,-13.281
15:27:34.791	,-0.206,0.050,1.015,3.113,-2.808,0.305,13.574,41.565,-13.281
15:27:34.804	,-0.208,0.050,1.013,3.174,-2.625,0.366,13.440,41.907,-12.415
15:27:34.813	,-0.212,0.051,1.015,1.465,-0.916,0.488,13.440,41.907,-12.415
15:27:34.819	,-0.212,0.053,1.013,1.099,-0.244,0.244,13.440,41.907,-12.415
15:27:34.829	,-0.210,0.053,1.015,0.549,0.427,0.183,13.440,41.907,-12.415
15:27:34.842	,-0.205,0.051,1.015,1.343,-0.061,0.061,13.440,41.907,-12.415
15:27:34.856	,-0.200,0.053,1.019,1.831,-0.549,-0.183,13.855,42.041,-13.843
15:27:34.861	,-0.194,0.051,1.017,2.014,-0.854,0.305,13.855,42.041,-13.843
15:27:34.869	,-0.192,0.048,1.015,1.099,-0.793,0.488,13.855,42.041,-13.843
15:27:34.878	,-0.194,0.056,1.020,1.221,-1.892,0.671,13.855,42.041,-13.843
15:27:34.893	,-0.200,0.052,1.017,1.709,-1.648,-0.183,13.855,42.041,-13.843
15:27:34.902	,-0.200,0.054,1.013,1.465,-2.075,-0.122,13.184,41.455,-12.769
15:27:34.912	,-0.203,0.050,1.012,0.854,-2.991,0.671,13.184,41.455,-12.769
15:27:34.923	,-0.207,0.051,1.014,1.465,-2.014,0.183,13.184,41.455,-12.769
15:27:34.931	,-0.209,0.055,1.015,1.892,-2.808,0.671,13.184,41.455,-12.769
15:27:34.939	,-0.210,0.055,1.014,2.136,-2.502,0.610,13.184,41.455,-12.769
15:27:34.948	,-0.206,0.053,1.014,1.404,-1.343,0.183,13.184,41.455,-12.769
15:27:34.957	,-0.205,0.052,1.015,1.770,-1.038,0.122,13.672,41.602,-13.281
15:27:34.971	,-0.206,0.054,1.015,1.404,-1.221,0.854,13.672,41.602,-13.281
15:27:34.980	,-0.203,0.055,1.017,1.709,-2.197,0.793,13.672,41.602,-13.281
15:27:34.989	,-0.203,0.054,1.017,2.014,-2.014,0.244,13.672,41.602,-13.281
15:27:34.998	,-0.204,0.050,1.016,2.319,-2.502,0.732,13.672,41.602,-13.281
15:27:35.012	,-0.206,0.054,1.013,2.502,-3.174,0.732,14.160,41.724,-12.781
15:27:35.031	,-0.208,0.056,1.015,2.319,-2.625,0.183,14.160,41.724,-12.781
15:27:35.044	,-0.207,0.054,1.016,2.197,-2.136,0.183,14.160,41.724,-12.781
15:27:35.057	,-0.206,0.050,1.017,2.258,-3.113,0.549,13.220,41.772,-13.062
15:27:35.066	,-0.206,0.052,1.015,1.526,-3.540,0.916,13.220,41.772,-13.062
15:27:35.072	,-0.209,0.053,1.015,1.404,-3.113,1.099,13.220,41.772,-13.062
15:27:35.083	,-0.211,0.056,1.013,2.441,-3.418,0.549,13.220,41.772,-13.062
15:27:35.092	,-0.213,0.054,1.013,1.709,-2.747,0.549,13.220,41.772,-13.062
15:27:35.100	,-0.215,0.052,1.017,2.502,-2.686,0.244,13.232,41.980,-12.817
15:27:35.114	,-0.215,0.055,1.014,2.930,-1.587,-0.488,13.232,41.980,-12.817
15:27:35.124	,-0.212,0.058,1.013,3.174,-1.953,-0.183,13.232,41.980,-12.817
15:27:35.133	,-0.209,0.058,1.014,3.052,-1.648,0.305,13.232,41.980,-12.817
15:27:35.142	,-0.207,0.056,1.017,3.052,-2.136,0.671,13.232,41.980,-12.817
15:27:35.151	,-0.207,0.053,1.018,3.296,-2.625,0.793,13.232,41.614,-13.538
15:27:35.160	,-0.208,0.048,1.013,3.174,-3.357,0.916,13.232,41.614,-13.538
15:27:35.172	,-0.218,0.046,1.012,2.625,-3.113,0.916,13.232,41.614,-13.538
15:27:35.182	,-0.221,0.048,1.012,2.319,-2.258,0.610,13.232,41.614,-13.538
15:27:35.190	,-0.223,0.049,1.011,3.357,-1.526,-0.244,13.232,41.614,-13.538
15:27:35.203	,-0.221,0.052,1.012,3.052,-0.671,-0.122,12.903,42.480,-12.744
15:27:35.226	,-0.215,0.055,1.011,3.052,-0.366,-0.427,12.903,42.480,-12.744
15:27:35.226	,-0.210,0.058,1.016,3.479,-0.122,0.183,12.903,42.480,-12.744
15:27:35.234	,-0.206,0.053,1.016,3.052,0.183,0.183,12.903,42.480,-12.744
15:27:35.246	,-0.204,0.053,1.016,3.174,-0.427,0.305,12.903,42.480,-12.744
15:27:35.258	,-0.203,0.051,1.016,2.808,-0.549,0.610,12.891,42.102,-11.938
15:27:35.262	,-0.203,0.047,1.019,2.563,-1.587,1.099,12.891,42.102,-11.938
15:27:35.270	,-0.205,0.045,1.018,3.174,-2.136,0.183,12.891,42.102,-11.938
15:27:35.284	,-0.214,0.044,1.016,2.502,-3.357,0.488,12.891,42.102,-11.938
15:27:35.294	,-0.217,0.046,1.013,1.892,-2.930,0.610,12.891,42.102,-11.938
15:27:35.303	,-0.219,0.051,1.013,2.075,-2.808,0.122,12.744,41.638,-13.428
15:27:35.311	,-0.219,0.053,1.011,2.380,-2.686,0.061,12.744,41.638,-13.428
15:27:35.321	,-0.216,0.054,1.012,2.258,-2.197,0.305,12.744,41.638,-13.428
15:27:35.334	,-0.214,0.049,1.017,2.197,-1.709,-0.183,12.744,41.638,-13.428
15:27:35.342	,-0.209,0.052,1.014,1.221,-1.709,0.244,12.744,41.638,-13.428
15:27:35.353	,-0.205,0.053,1.016,1.831,-2.563,0.305,13.452,42.273,-12.817
15:27:35.363	,-0.207,0.052,1.017,1.770,-3.235,0.549,13.452,42.273,-12.817
15:27:35.372	,-0.209,0.050,1.017,1.709,-3.784,0.793,13.452,42.273,-12.817
15:27:35.381	,-0.211,0.047,1.016,1.770,-4.272,0.671,13.452,42.273,-12.817
15:27:35.391	,-0.212,0.049,1.016,1.404,-5.066,0.671,13.452,42.273,-12.817
15:27:35.404	,-0.219,0.047,1.017,1.343,-5.371,0.366,12.988,42.163,-12.476
15:27:35.413	,-0.220,0.046,1.013,1.526,-5.554,0.122,12.988,42.163,-12.476
15:27:35.425	,-0.219,0.048,1.014,1.587,-5.371,-0.366,12.988,42.163,-12.476
15:27:35.435	,-0.218,0.051,1.014,1.282,-5.127,-0.183,12.988,42.163,-12.476
15:27:35.444	,-0.214,0.054,1.013,1.343,-5.676,0.000,12.988,42.163,-12.476
15:27:35.454	,-0.211,0.048,1.016,1.221,-6.531,0.183,12.634,42.371,-12.097
15:27:35.463	,-0.210,0.045,1.018,1.038,-7.263,0.122,12.634,42.371,-12.097
15:27:35.473	,-0.208,0.045,1.018,0.427,-8.484,-0.061,12.634,42.371,-12.097
15:27:35.492	,-0.206,0.046,1.016,0.305,-10.010,0.061,12.634,42.371,-12.097
15:27:35.496	,-0.215,0.055,1.017,-0.366,-11.780,0.305,12.634,42.371,-12.097
15:27:35.505	,-0.225,0.049,1.013,-0.977,-14.526,0.366,12.952,42.395,-12.622
15:27:35.513	,-0.231,0.052,1.012,-1.404,-15.198,0.549,12.952,42.395,-12.622
15:27:35.523	,-0.231,0.049,1.009,-1.404,-15.625,0.610,12.952,42.395,-12.622
15:27:35.532	,-0.243,0.060,1.009,-1.465,-15.930,0.549,12.952,42.395,-12.622
15:27:35.545	,-0.249,0.063,1.006,-1.465,-15.930,0.244,12.952,42.395,-12.622
15:27:35.558	,-0.249,0.057,1.005,-0.671,-15.320,0.122,11.731,42.371,-12.720
15:27:35.566	,-0.248,0.056,1.007,-0.793,-14.832,0.061,11.731,42.371,-12.720
15:27:35.576	,-0.250,0.060,1.007,-0.732,-14.893,0.183,11.731,42.371,-12.720
15:27:35.586	,-0.247,0.061,1.007,-0.854,-15.381,0.061,11.731,42.371,-12.720
15:27:35.594	,-0.250,0.065,1.008,-0.854,-16.113,-0.183,11.731,42.371,-12.720
15:27:35.606	,-0.250,0.061,1.008,-0.671,-17.029,-0.305,11.707,42.310,-11.938
15:27:35.618	,-0.271,0.056,1.005,-1.099,-18.555,-0.549,11.707,42.310,-11.938
15:27:35.625	,-0.281,0.050,1.004,-1.221,-18.860,-0.977,11.707,42.310,-11.938
15:27:35.633	,-0.284,0.034,1.003,-1.343,-18.921,-1.221,11.707,42.310,-11.938
15:27:35.646	,-0.290,0.038,1.003,-2.197,-19.104,-1.587,11.707,42.310,-11.938
15:27:35.656	,-0.295,0.049,1.005,-3.357,-18.677,-2.380,11.011,42.322,-12.317
15:27:35.665	,-0.295,0.051,0.998,-3.906,-18.005,-3.357,11.011,42.322,-12.317
15:27:35.673	,-0.297,0.083,0.990,-3.723,-16.785,-3.601,11.011,42.322,-12.317
